foodid,food_name,unit,kal,select_time
2212,茶葉蛋香菇拌飯飯糰,1 個,152,0
2213,open溫泉玉子飯糰,1 個,206,0
2214,日本西京漬鐏鮭飯團,1 個,169,0
2215,日本天婦羅炸蝦飯糰,1 個,241,0
2216,北海道_鹽烤鯖魚飯糰,1 個,276,0
2217,九州雞肉夾心飯糰,1 個,274,0
2218,蝦仁美乃滋夾心飯糰,1 個,299,0
2219,蝦仁美乃滋飯糰,1 個,212,0
2220,雞唐揚美乃滋飯糰,1 個,290,0
2221,信州風味增炒豬肉御飯糰,1 個,231,0
2222,肉鬆菜脯御飯團,1 個,200,0
2223,豬肉高菜御飯糰,1 個,168,0
2224,薑汁燒肉堡飯糰,1 個,240,0
2225,明太子鮭魚御飯團,1 個,238,0
2226,北海道鮭魚親子極上飯糰,1 個,219,0
2227,東港櫻花蝦飯糰,1 個,219,0
2228,火腿蛋炒飯飯糰,1 個,199,0
2229,香菇雞筍飯團,1 個,179,0
2230,鰹魚飯團,1 個,184,0
2231,古早味飯團,1 個,185,0
2232,香鮭魚子飯團,1 個,186,0
2233,培根玉米飯團,1 個,193,0
2234,哇沙米鮭魚御飯團,1 個,213,0
2235,五香雞飯團,1 個,195,0
2236,江戶燒肉飯團,1 個,196,0
2237,藕素喜飯團,1 個,199,0
2238,咖哩雞飯團,1 個,202,0
2239,豆瓣劍筍飯團,1 個,202,0
2240,柳菘菇飯團,1 個,204,0
2241,稻禾飯團,1 個,205,0
2242,廣式叉燒飯團,1 個,206,0
2243,肉鬆飯團,1 個,208,0
2244,燻雞飯團,1 個,212,0
2245,章魚燒飯團,1 個,215,0
2246,鮪魚飯團,1 個,215,0
2247,韓式泡菜飯團,1 個,216,0
2248,黑胡椒雞柳團,1 個,218,0
2249,三杯雞飯團,1 個,221,0
2250,海老飯團,1 個,227,0
2251,芝麻香雞飯團,1 個,230,0
2252,雪螺飯團,1 個,232,0
2253,照燒雞飯團,1 個,234,0
2254,素香鬆飯團,1 個,249,0
2255,莎拉雞飯團,1 個,250,0
2256,鳳梨墨魚飯團,1 個,250,0
2257,黑胡椒松菇飯團,1 個,253,0
2258,沙茶火雞飯團,1 個,225,0
2259,鱈魚飯團,1 個,261,0
2260,鮭魚飯團,1 個,215,0
2261,哇沙米鮭魚飯團,1 個,261,0
2262,紅鮭野菜飯團,1 個,392,0
2263,哇沙米秋鮭飯團,1 個,220,0
2264,吻仔魚飯團,1 個,225,0
2265,麻油雞飯團,1 個,293,0
2266,蒲燒鰻飯團,1 個,196,0
2267,吻魚野菜飯團,1 個,205,0
2268,蛋包飯丸子飯團,1 個,222,0
2269,蛋酥丸子飯團,1 個,240,0
2270,香蒜火腿飯團,1 個,246,0
2271,蔥辣火腿飯團,1 個,271,0
2272,西班牙火腿飯團,1 個,255,0
2273,西檸雞柳手捲,1 個,330,0
2274,魚卵手捲,1 個,471,0
2275,青蔬燻雞手捲,1 個,339,0
2276,火腿手捲,1 個,297,0
2277,香菇手捲,1 個,307,0
2278,鮮蟹手捲,1 個,314,0
2279,鮪魚手捲,1 個,337,0
2280,鮮嫩蘆筍手捲,1 個,284,0
2281,哇沙米燻雞手捲,1 個,322,0
2282,火腿壽司,1 個,239,0
2283,鮪魚組合,1 個,440,0
2284,鮪魚脆皮手捲,1 個,219,0
2285,菜脯肉鬆脆皮手捲,1 個,199,0
2286,蝦仁沙拉脆皮手捲,1 個,244,0
2287,蔬菜壽司捲,1 個,593,0
2288,夏野菜卷,1 個,418,0
2289,蛋黃御米粽,1 個,232,0
2290,京都豆皮飯團,1 個,315,0
2291,鮪魚小黃瓜細捲壽司,1 個,253,0
2292,什錦京都豆皮壽司,1 個,175,0
2293,雞唐揚書菜捲豆皮壽司組合,1 個,485,0
2294,元味覺醒紫菜蛋花湯,1 個,33,0
2295,元味覺醒味噌豆腐湯,1 個,35,0
2296,元味覺醒玉米濃湯,1 個,450,0
2297,寒天菠菜蛋花湯,1 個,31,0
2298,泰式酸辣春雨湯杯,1 個,119,0
2299,泰式酸辣椰奶春雨,1 個,112,0
2300,海鮮湯,1 個,13,0
2301,百分百微波爆米花~甜味,1 個,141,0
2302,百分百微波爆米花~奶油口味,1 個,390,0
2303,百分百微波爆米花~起司口味,1 個,405,0
2304,漢堡大亨_醬燒嫩雞堡,1 個,438,0
2305,酷辣雞腿堡,1 個,561,0
2306,BURGER_美式糖醋香雞堡,1 個,313,0
2307,光合三明治-起司豬肉蛋堡,1 個,316,0
2308,光合三明治-元氣火腿蛋堡,1 個,311,0
2309,切達乳酪薯餅堡,1 個,243,0
2310,美式煙勳香腸堡,1 個,275,0
2311,法式黃金鮮魚堡,1 個,291,0
2312,南洋雞腿堡,1 個,224,0
2313,蕃茄吉士蛋堡,1 個,329,0
2314,和風味噌雞腿堡,1 個,310,0
2315,光合潛艇堡-馬鈴薯沙拉堡,1 個,230,0
2316,起司牛肉堡,1 個,263,0
2317,焗烤起司洋芋,1 個,156,0
2318,金黃起司薯條,1 個,177,0
2319,日式茶碗蒸,1 個,75,0
2320,紐奧良辣翅,1 個,216,0
2321,墨西哥雞翅,1 個,263,0
2322,7-11香雞排,1 個,336,0
2323,義美叉燒包子,1 個,200,0
2324,寒天鮮蔬雞肉三明治,1 個,321,0
2325,龍蝦雞蛋雙色三明治,1 個,331,0
2327,光合香燻腿排三明治,1 個,214,0
2328,光合三明治-蕃茄野菜燻雞,1 個,204,0
2329,光合三明治-智利煙燻帝王鮭魚,1 個,198,0
2330,光合三明治-美國龍蝦沙拉,1 個,278,0
2331,光合三明治-鮮蝦玉子,1 個,260,0
2332,光合三明治-蔬果總匯,1 個,285,0
2333,鮪魚雞蛋雙色三明治,1 個,328,0
2334,起司薯泥沙拉三明治,1 個,309,0
2335,爽脆鮮蔬三明治,1 個,210,0
2336,迷迭香烤雞法式三明治,1 個,311,0
2337,多汁鮪魚溏心蛋三明治,1 個,257,0
2338,多彩洋芋沙拉光合三明治,1 個,268,0
2339,培根火腿蛋三明治,1 個,208,0
2340,溏心蛋沙拉三明治,1 個,276,0
2341,皮蛋瘦肉粥,1 個,148,0
2342,泰山本舖地瓜燕麥粥,1 個,156,0
2343,新竹肉燥炒米粉,1 個,365,0
2344,甲七碗狀元福粽,1 個,426,0
2345,鰻魚油飯,1 個,605,0
2346,彰化碗粿,1 個,405,0
2348,超級夏威夷披薩,1 個,265,0
2349,紅醬海鮮披薩,1 個,236,0
2350,台中肉燥米糕,1 個,384,0
2351,海鮮烏龍麵,1份,553,0
2352,水煎鍋貼,1份,277,0
2353,7-11炸醬麵,1份,356,0
2354,焗烤奶油鮪魚通心麵,1份,429,0
2355,焗烤奶油蝦仁義大利麵,1份,370,0
2356,焗烤拿坡里肉醬筆管麵,1份,379,0
2357,培根蛋黃醬義大利麵,1份,345,0
2358,義式澄汁魚排+奶油培根麵,1份,448,0
2359,藦菇肉醬義大利麵,1份,381,0
2360,奶油培根麵,1份,395,0
2361,番茄肉醬麵,1份,400,0
2362,奶油鮭魚焗麵,1份,556,0
2363,拿坡里肉醬義大利麵,1份,492,0
2364,國民便當,1份,638,0
2365,國民大便當-烤肉飯,1份,532,0
2366,2009國民便當-雞排,1份,791,0
2367,奮起湖_鐵路便當,1份,529,0
2368,夏日鮮筍便當,1份,493,0
2369,義式奶油龍蝦焗飯,1份,491,0
2370,日式咖哩雞焗飯,1份,602,0
2371,肉絲什錦蛋炒飯,1份,691,0
2372,黑胡椒豬柳燴飯,1份,434,0
2373,日式咖哩燴飯,1份,402,0
2374,紅燒牛腩燴飯,1份,424,0
2375,宮保雞丁燴飯,1份,488,0
2376,烤雞腿肉燥米粉,1份,584,0
2377,烤雞腿油飯,1份,653,0
2378,火腿番茄蛋炒飯,1份,639,0
2379,中式糖醋排骨+培根蛋炒飯,1份,550,0
2380,國民燴飯－咖哩雞肉飯,1份,499,0
2381,一流料理人魚香肉絲燴飯,1份,613,0
2382,魚香肉絲燴飯,1份,613,0
2383,桂冠素三杯炒飯,1份,578,0
2384,海陸三鮮滑蛋飯,1份,739,0
2385,廣式叉燒炒飯,1份,559,0
2386,花壽司便當,1份,556,0
2387,蛋包飯,1份,589,0
2388,三色雞丼,1份,699,0
2389,三杯雞燴飯,1份,448,0
2390,牛丼,1份,835,0
2391,日本壽喜燒丼,1份,812,0
2392,香雞排便當,1份,731,0
2393,日式咖哩雞燴飯,1份,473,0
2395,鐵板黑胡椒漢堡排便當,1份,338,0
2396,真飽黑胡椒豬排便當,1份,453,0
2397,魯肉飯,1份,592,0
2398,蘑菇雞胸便當,1份,604,0
2399,海南雞飯便當,1份,689,0
2400,韓式泡菜燒肉便當,1份,697,0
2401,黑胡椒炒飯,1份,699,0
2402,和風雞排便當,1份,724,0
2403,碳烤腿排便當,1份,829,0
2404,日式豬排便當,1份,774,0
2405,紅燒排骨便當,1份,862,0
2406,焢肉便當,1份,871,0
2407,喀拉雞便當,1份,871,0
2408,糖醋里肌便當,1份,890,0
2409,埔里排骨飯,1份,687,0
2410,OL便當-和風雙寶丼,1份,495,0
2411,日本炭火風烤雞丼,1份,458,0
2412,豚勝VS壽喜燒雙拼,1份,1034,0
2413,御便當-招牌雙拼,1份,800,0
2414,炸蝦天婦羅便當/68元,1份,659,0
2415,一流料理人御便當_和風漢堡排,1份,643,0
2416,一流料理人御便當_鮮蔬黑醋雞便當,1份,803,0
2417,一流料理人御便當_薑汁燒肉便當,1份,721,0
2418,真飽便當-鹽酥豬排,1份,1070,0
2419,韓國石鍋拌飯,1份,667,0
2420,北海道白咖哩豬排飯,1份,662,0
2421,五色時蔬咖哩雞排,1份,652,0
2422,鰻魚飯,1份,547,0
2423,香蒜培根炒麵,1份,336,0
2424,大阪燒炒麵,1份,311,0
2425,鐵板燒炒麵,1份,347,0
2426,印度咖哩炒麵,1份,386,0
2427,沙茶牛肉炒麵,1份,665,0
2428,四季鮮果盒,1份,62,0
2429,十二鮮蔬沙拉,1份,156,0
2430,綠竹筍沙拉,1份,155,0
2431,多彩總匯沙拉,1份,190,0
2432,光合沙拉˙田園沙拉,1份,179,0
2433,光合千島沙拉,1份,141,0
2434,雞肉野蔬沙拉,1份,176,0
2435,水果優格沙拉,1份,151,0
2436,塔可燻雞螺旋麵沙拉,1份,215,0
2437,鮪魚玉米沙拉(不含醬),1份,63,0
2438,洋芋蛋沙拉佐生菜,1份,274,0
2439,德式洋芋沙拉,1份,359,0
2440,陽光蕃茄沙拉,1份,122,0
2441,和風海藻沙拉,1份,47,0
2442,主廚田園沙拉,1份,506,0
2443,甜薯沙拉,1份,363,0
2444,義大利冷麵沙拉,1份,332,0
2445,涓絲涼麵_和風果醋,1份,95,0
2446,雞絲麻醬涼麵,1份,502,0
2447,珍饌麻醬涼麵,1份,545,0
2448,黃金麻醬涼麵,1份,363,0
2449,真飽麻醬涼麵,1份,568,0
2450,真飽香辣涼麵,1份,555,0
2451,巨無霸麻醬涼麵,1份,809,0
2452,中華特級涼麵,1份,456,0
2453,中華天府椒麻雞極上涼麵,1份,410,0
2454,月見蕎麥涼麵(含醬),1份,515,0
2455,日式鰹魚細露涼麵(含醬),1份,280,0
2456,日式蕎麥涼麵(未含醬),1份,281,0
2457,日式抹茶涼麵,1份,310,0
2458,日式雙併涼麵,1份,328,0
2459,伊豆葵覺蒟蒻涼麵,1份,45,0
2460,信州蕎麥涼麵,1份,279,0
2461,朝鮮辣子涼麵,1份,314,0
2462,奈良鮮露涼麵,1份,319,0
2463,和風涼麵,1份,380,0
2464,唐辛子涼麵,1份,456,0
2465,皇膳沙嗲涼麵,1份,456,0
2466,香辣涼麵,1份,491,0
2467,紀州梅玉蒟蒻涼麵,1份,80,0
2468,四川涼麵,1份,493,0
2469,百匯涼麵,1份,518,0
2470,韓式泡菜涼麵,1份,286,0
2471,韓國江原道燒肉極上涼麵,1份,318,0
2472,天府椒麻雞極上涼麵,1份,410,0
2473,千葉寒天波菜涼麵,1份,314,0
2474,蘿蔔,1串,14,0
2475,蟳肉捲,1串,202,0
2476,豆腐,1塊,27,0
2477,鱈魚板,1串,220,0
2478,玉米棒,1個,105,0
2479,黃金魚板,1個,39,0
2480,小貢丸,1串,246,0
2481,黑輪,1個,96,0
2482,油豆腐,1塊,138,0
2483,脆丸,1串,262,0
2484,鐵板花枝,1串,198,0
2485,魚豆腐,1串,83,0
2486,高麗菜捲,1串,71,0
2487,龍蝦棒,1個,44,0
2488,黃金魚蛋,1串,115,0
2489,黃金鮮肉捲,1個,108,0
2490,炸花枝丸,1串,155,0
2491,豬血糕,1個,94,0
2492,黃金蛋丸,1串,156,0
2493,黃金巨蛋,1個,145,0
2494,鱈魚丸,1串,132,0
2495,雙色黑輪,1串,161,0
2496,干貝串,1串,145,0
2497,海苔花枝丸,1串,44,0
2498,章魚燒,1個,78,0
2499,和風培根棒,1串,58,0
2500,花枝燒,1串,192,0
2501,蔬菜魚豆腐,1個,34,0
2502,手工捲肉餅,1個,117,0
2503,新竹貢丸,1個,138,0
2504,石安玉子,1個,52,0
2505,白玉蘿蔔,1個,14,0
2506,昆布魚捲,1個,54,0
2507,埔里鮮香菇,1個,18,0
2508,埔里杏鮑菇,1個,8,0
2509,照燒雞肉丸,1個,67,0
2510,龍蝦海鮮丸,1個,86,0
2511,手工苦瓜封,1個,81,0
2512,手工蔬菜揚,1個,41,0
2513,海鮮蛋皮捲,1個,96,0
2514,彰化黑豬肉貢丸,1個,69,0
2515,干貝什錦燒,1個,70,0
2516,翡翠干貝燒,1個,70,0
